分类,类型,层级,标题,文号,发布单位,发布日期,状态,来源,官方链接,正文
规划与土地,通知公告,市级,关于公布上海市新增专科医师规范化培训基地名单的通知,沪卫科教〔2024〕19号,上海市卫生健康委员会,2024-07-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0012::369030f782624f939406dd4baf986775,
规划与土地,通知公告,市级,关于印发《关于简化本市输电线塔基项目用地预审管理工作的意见》的通知,沪规划资源规〔2024〕5号,上海市规划和自然资源局,2024-07-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::90d63013b3d04cce80219b5ce5d63b4e,
规划与土地,通知公告,市级,关于延长《关于本市耕地占用税有关适用税额标准的通知》有效期的通知,沪财发〔2024〕6号,上海市财政局,2024-07-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000023376,
规划与土地,通知公告,市级,关于印发《上海市产业用地综合价值评估技术指引（试行）》的通知,沪土估协〔2024〕12号,上海市土地估价师协会,2024-07-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::7b7a6149faa6418698b27a90f5de259b,
规划与土地,规划与计划,市级,关于印发《上海市现代设施农业专项规划（2024—2035年）》的通知,沪规划资源乡〔2024〕282号,上海市规划和自然资源局,2024-07-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::24298b77521446c3b220f85db2c0256c,
规划与土地,规划与计划,市级,关于印发《大吴淞地区专项规划》的通知,沪规划资源总〔2024〕281号,上海市规划和自然资源局,2024-07-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::9ea6d07baba445e185c5630984882379,
规划与土地,实施细则,区级,关于印发《宝山区海绵城市规划建设管理实施细则》的通知,宝建〔2024〕11号,上海市宝山区建设和管理委员会,2024-07-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::f2ba4abf-0e26-42e1-9764-80429f46d745,docs/规划与土地/关于印发《宝山区海绵城市规划建设管理实施细则》的通知.md
规划与土地,通知公告,市级,关于印发《上海市征收集体土地信息公开标准指引》的通知,沪规划资源施〔2024〕264号,上海市规划和自然资源局,2024-07-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::77ada02999a14e74baccf81632c57ecf,
规划与土地,通知公告,区级,关于规范嘉定区工程建设项目临时用地管理的通知（修订）,嘉规划资源通〔2024〕8号,上海市嘉定区规划和自然资源局,2024-05-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_197515,
规划与土地,实施意见,区级,上海市嘉定区人民政府办公室关于转发《嘉定区违法用地综合整治三年行动工作方案（2024－2026）》的通知,嘉府办发〔2024〕14号,区政府办公室,2024-05-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_177015,
规划与土地,实施意见,区级,上海市奉贤区人民政府办公室关于印发《奉贤区违法用地综合整治三年行动工作方案（2024-2026）》的通知,沪奉府办发〔2024〕12号,上海市奉贤区人民政府,2024-05-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0084::0084cc7ed4bb222e2b569be8b8369e9019cd,
规划与土地,实施细则,区级,上海市青浦区农业农村委员会关于印发《青浦区耕地质量保护与提升补贴实施细则》的通知,青农委〔2024〕80号,上海市青浦区农业农村委员会,2024-05-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0083::00831367037,docs/规划与土地/上海市青浦区农业农村委员会关于印发《青浦区耕地质量保护与提升补贴实施细则》的通知.md
规划与土地,技术规定与导则,市级,上海市住房和城乡建设管理委员会关于批准《国土空间生态修复基底调查技术标准》为上海市工程建设规范的通知,沪建标定〔2024〕215号,上海市住房和城乡建设管理委员会,2024-04-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::3e062e0cad274a8cbe0487f0c3ed6544,docs/规划与土地/上海市住房和城乡建设管理委员会关于批准《国土空间生态修复基底调查技术标准》为上海市工程建设规范的通知.md
规划与土地,通知公告,市级,关于开展本市农村集体建设用地使用权作价入股的通知,沪规划资源乡〔2024〕151号,上海市规划和自然资源局,2024-04-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::6ec9bdd6450c44539aee8fe08d1a5819,
规划与土地,规划与计划,市级,关于印发《关于本市电动自行车停放场所和充电设施规划资源实施意见》的通知,沪规划资源建〔2024〕152号,上海市规划和自然资源局,2024-04-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::5dbfae371b9a40d9a661549492f92319,
规划与土地,规划与计划,市级,关于印发《关于推动本市电动自行车安全治理攻坚行动规划资源工作方案》的通知,沪规划资源建〔2024〕132号,上海市规划和自然资源局,2024-04-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::9755b2171484404c829c194299e5d4fe,
规划与土地,规定,区级,关于印发《上海市松江区农村集体经营性建设用地入市集体收益分配管理规定》的通知,松农规〔2024〕2号,上海市松江区农业农村委员会,2024-04-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0082::1c414712a8e94be49bd483cc21464a98,docs/规划与土地/关于印发《上海市松江区农村集体经营性建设用地入市集体收益分配管理规定》的通知.md
规划与土地,实施意见,区级,关于印发《上海市松江区关于农村集体经营性建设用地入市民主管理的实施意见》的通知,松农规〔2024〕1号,上海市松江区农业农村委员会,2024-04-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0082::13c2b1c5-26c9-4169-964b-18682b821413,
规划与土地,实施意见,市级,关于印发《关于加强农业现代化发展 推进农业生产配套“点状供地”工作的实施意见》的通知,沪规划资源乡〔2024〕110号,上海市规划和自然资源局,2024-04-03,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::3b460dd0d68c4b08960b24c7fcb8b309,
规划与土地,办法,市级,关于印发《上海市耕地开垦费管理办法》的通知,沪财发〔2024〕2号,上海市财政局,2024-03-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0017::xxfbdf0000023120,docs/规划与土地/关于印发《上海市耕地开垦费管理办法》的通知.md
规划与土地,规划与计划,市级,关于印发《坚持对标改革 持续打造规划资源领域一流营商环境实施方案》的通知,沪规划资源建〔2024〕94号,上海市规划和自然资源局,2024-03-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::e237eae8fb924db29a939a3a9d4e56f7,
规划与土地,实施细则,区级,关于印发《闵行区海绵城市规划建设管理实施细则（试行）》的通知,闵建管规〔2024〕1号,上海市闵行区建设和管理委员会,2024-03-15,失效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0079::5faf5be2-4e3e-4848-94a8-24fb2c53f1f9,docs/规划与土地/关于印发《闵行区海绵城市规划建设管理实施细则（试行）》的通知.md
规划与土地,办法,市级,关于印发《上海市市级土地整治项目管理办法》的通知,沪规划资源施〔2024〕55号,上海市规划和自然资源局,2024-02-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::da9d0d44a01e4af6a28599f3d9ffdc31,docs/规划与土地/关于印发《上海市市级土地整治项目管理办法》的通知.md
规划与土地,通知公告,市级,关于印发《上海市突发性地质灾害防治管理工作规则》的通知,沪规划资源质〔2024〕40号,上海市规划和自然资源局,2024-02-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::ddcbe3fd4f93403ea187dafc92aa3d81,
规划与土地,规定,市级,关于印发《上海市城市建设档案利用规定》的通知,沪规划资源规〔2024〕1号,上海市规划和自然资源局,2024-01-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::4d91a60d583a47d7b756d13ae8e367c2,docs/规划与土地/关于印发《上海市城市建设档案利用规定》的通知.md
规划与土地,办法,市级,关于印发《上海市海绵城市规划建设管理办法》的通知,,上海市住房和城乡建设管理委员会,2023-10,有效,市住建委规范性文件,https://zjw.sh.gov.cn/gfxwj/20231025/b6e6d1bc29fb4412966794c8871be8cc.html,docs/规划与土地/关于印发《上海市海绵城市规划建设管理办法》的通知.md
规划与土地,规划与计划,市级,上海市人民政府办公厅转发市规划资源局制订的《关于规范临时用地管理的指导意见（试行）》的通知,沪府办规〔2023〕31号,上海市人民政府,2023-12-29,失效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::8834accb101847c39d1ef61bf841b8de,
规划与土地,通知公告,市级,关于印发《上海市征收集体土地补偿标准（2024）》的通知,沪规划资源规〔2023〕6号,上海市规划和自然资源局,2023-12-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::87dbd1b414dd41af8a7a84e0102ec2c9,
规划与土地,规划与计划,区级,关于印发《黄浦区海绵城市规划建设管理实施意见》的通知,黄建管规〔2023〕1号,上海市黄浦区建设和管理委员会,2023-12-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::76342be6-4488-463a-9002-e8de0aaeb57a,
规划与土地,规划与计划,市级,关于印发《关于促进城市功能融合发展 创新规划土地弹性管理的实施意见（试行）》的通知,沪规划资源详〔2023〕449号,上海市规划和自然资源局,2023-11-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::59e42c9cbc7c4aeca01bc0e42456af2c,
规划与土地,办法,其他,关于印发《中国（上海）自由贸易试验区临港新片区土地储备和前期开发工作管理办法》的通知,沪自贸临管委〔2023〕170号,中国（上海）自由贸易试验区临港新片区管理委员会,2023-11-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0058::c1f07b477ed348aeaa968b51b09f6a84,docs/规划与土地/关于印发《中国（上海）自由贸易试验区临港新片区土地储备和前期开发工作管理办法》的通知.md
规划与土地,规划与计划,区级,上海市青浦区规划和自然资源局关于印发《关于进一步加强青浦区农村村民建房风貌管理的实施意见》的通知,青规划资源〔2023〕115号,上海市青浦区规划和自然资源局,2023-11-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0083::00831379333,
规划与土地,实施细则,区级,关于印发《浦东新区促进存量产业用地提质增效实施细则（试行）》的通知,浦科经委规〔2023〕5号,上海市浦东新区科技和经济委员会,2023-11-03,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0070::0070324449,docs/规划与土地/关于印发《浦东新区促进存量产业用地提质增效实施细则（试行）》的通知.md
规划与土地,实施意见,街镇级,关于印发《吴泾镇储备用地临时利用管理实施方案》的通知,闵吴府发〔2023〕15号,上海市闵行区吴泾镇人民政府,2023-11-01,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0079::b0356277-5ade-4ca6-85ab-f1d649399483,
规划与土地,规定,市级,关于印发《上海市地下建设用地使用权出让规定》的通知,沪规划资源规〔2023〕5号,上海市规划和自然资源局,2023-10-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::9171678d5e96483f82d4c94c3fd9a9ce,docs/规划与土地/关于印发《上海市地下建设用地使用权出让规定》的通知.md
规划与土地,审查与许可规则,市级,关于全流程线上申请办理地质灾害防治单位资质审批事项的通知,沪规划资源质〔2023〕386号,上海市规划和自然资源局,2023-10-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0032::7475febe3ec94e718cb650bf95bdecfd,docs/规划与土地/关于全流程线上申请办理地质灾害防治单位资质审批事项的通知.md
